id,group,yr
A,1366,2017
A,1367,2017
A,1368,2017
A,1369,2017
A,1370,2017
A,1371,2017
A,1372,2017
A,1373,2017
A,1374,2017
A,1375,2017
A,1376,2017
A,1377,2017
A,1378,2017
A,1379,2017
A,1380,2017
A,1381,2017
A,1382,2017
A,1383,2017
A,1384,2017
A,1385,2017
A,1386,2017
A,1387,2017
A,1388,2017
A,1389,2017
A,1390,2017
A,1391,2017
A,1392,2017
A,1393,2017
A,1394,2017
A,1395,2017
A,1396,2017
B,1397,2016
B,1398,2016
B,1399,2016
B,1400,2016
B,1401,2016
B,1402,2016
B,1403,2016
B,1404,2016
B,1405,2016
B,1406,2016
B,1407,2016
B,1408,2016
B,1409,2016
B,1410,2016
B,1411,2016
B,1412,2016
B,1413,2016
B,1414,2016
B,1415,2016
B,1416,2016
B,1417,2016
B,1418,2016
B,1419,2016
B,1420,2016
B,1421,2016
B,1422,2016
B,1423,2016
B,1424,2016
B,1425,2016
B,1426,2016
B,1427,2016
B,1428,2016
B,1429,2016
B,1430,2016
B,1431,2016
B,1432,2016
B,1433,2016
B,1434,2016
B,1435,2016
B,1436,2016
B,1437,2016
B,1438,2016
B,1439,2016
B,1440,2016
B,1441,2016
B,1442,2016
B,1443,2016
B,1444,2016
B,1445,2016
B,1446,2016
B,1447,2016
B,1448,2016
B,1449,2016
B,1450,2016
B,1451,2016
B,1452,2016
B,1453,2016
B,1454,2016
B,1455,2016
B,1456,2016
B,1457,2016
B,1458,2016
B,1459,2016
B,1460,2016
B,1461,2016
B,1462,2016
B,1463,2016
B,1464,2016
B,1465,2016
B,1466,2016
B,1467,2016
B,1468,2016
B,1469,2016
B,1470,2016
B,1471,2016
B,1472,2016
B,1473,2016
B,1474,2016
B,1475,2016
B,1476,2016
B,1477,2016
B,1478,2016
B,1479,2016
B,1480,2016
B,1481,2016
B,1482,2016
B,1483,2016
B,1484,2016
B,1485,2016
B,1486,2016
B,1487,2016
B,1488,2016
B,1489,2016
B,1490,2016
B,1491,2016
B,1492,2016
B,1493,2016
B,1494,2016
B,1495,2016
B,1496,2016
B,1497,2016
B,1498,2016
B,1499,2016
B,1500,2016
B,1501,2016
B,1502,2016
B,1503,2016
B,1504,2016
B,1505,2016
B,1506,2016
B,1507,2016
B,1508,2016
B,1509,2016
B,1510,2016
B,1511,2016
B,1512,2016
B,1513,2016
B,1514,2016
B,1515,2016
B,1516,2016
B,1517,2016
B,1518,2016
B,1519,2016
B,1520,2016
B,1521,2016
B,1522,2016
B,1523,2016
B,1524,2016
B,1525,2016
B,1526,2016
B,1527,2016
B,1528,2016
B,1529,2016
B,1530,2016
B,1531,2016
B,1532,2016
B,1533,2016
B,1534,2016
B,1535,2016
B,1536,2016
B,1537,2016
B,1538,2016
B,1539,2016
B,1540,2016
B,1541,2016
B,1542,2016
B,1543,2016
B,1544,2016
B,1545,2016
B,1546,2016
B,1547,2016
B,1548,2016
B,1549,2016
B,1550,2016
B,1551,2016
B,1552,2016
B,1553,2016
B,1554,2016
B,1555,2016
B,1556,2016
B,1557,2016
B,1558,2016
B,1559,2016
B,1560,2016
B,1561,2016
B,1562,2016
B,1563,2016
B,1564,2016
B,1565,2016
B,1566,2016
B,1567,2016
B,1568,2016
B,1569,2016
B,1570,2016
B,1571,2016
B,1572,2016
B,1573,2016
B,1574,2016
B,1575,2016
B,1576,2016
B,1577,2016
B,1578,2016
B,1579,2016
B,1580,2016
B,1581,2016
B,1582,2016
B,1583,2016
B,1584,2016
B,1585,2016
B,1586,2016
B,1587,2016
B,1588,2016
B,1589,2016
B,1590,2016
B,1591,2016
B,1592,2016
B,1593,2016
B,1594,2016
B,1595,2016
B,1596,2016
B,1597,2016
B,1598,2016
B,1599,2016
B,1600,2016
B,1601,2016
B,1602,2016
B,1603,2016
B,1604,2016
B,1605,2016
B,1606,2016
B,1607,2016
B,1608,2016
B,1609,2016
B,1610,2016
B,1611,2016
B,1612,2016
B,1613,2016
B,1614,2016
B,1615,2016
B,1616,2016
B,1617,2016
B,1618,2016
B,1619,2016
B,1620,2016
B,1621,2016
B,1622,2016
B,1623,2016
B,1624,2016
B,1625,2016
B,1626,2016
B,1627,2016
B,1628,2016
B,1629,2016
B,1630,2016
B,1631,2016
B,1632,2016
B,1633,2016
B,1634,2016
B,1635,2016
B,1636,2016
B,1637,2016
B,1638,2016
B,1639,2016
B,1640,2016
B,1641,2016
B,1642,2016
B,1643,2016
B,1644,2016
B,1645,2016
B,1646,2016
B,1647,2016
B,1648,2016
B,1649,2016
B,1650,2016
B,1651,2016
B,1652,2016
B,1653,2016
B,1654,2016
B,1655,2016
B,1656,2016
B,1657,2016
B,1658,2016
B,1659,2016
B,1660,2016
B,1661,2016
B,1662,2016
B,1663,2016
B,1664,2016
B,1665,2016
B,1666,2016
B,1667,2016
B,1668,2016
B,1669,2016
B,1670,2016
B,1671,2016
B,1672,2016
B,1673,2016
B,1674,2016
B,1675,2016
B,1676,2016
B,1677,2016
B,1678,2016
B,1679,2016
B,1680,2016
B,1681,2016
B,1682,2016
B,1683,2016
B,1684,2016
B,1685,2016
B,1686,2016
B,1687,2016
B,1688,2016
B,1689,2016
B,1690,2016
B,1691,2016
B,1692,2016
B,1693,2016
B,1694,2016
B,1695,2016
B,1696,2016
B,1697,2016
B,1698,2016
B,1699,2016
B,1700,2016
B,1701,2016
B,1702,2016
B,1703,2016
B,1704,2016
B,1705,2016
B,1706,2016
B,1707,2016
B,1708,2016
B,1709,2016
B,1710,2016
B,1711,2016
B,1712,2016
B,1713,2016
B,1714,2016
B,1715,2016
B,1716,2016
B,1717,2016
B,1718,2016
B,1719,2016
B,1720,2016
B,1721,2016
B,1722,2016
B,1723,2016
B,1724,2016
B,1725,2016
B,1726,2016
B,1727,2016
B,1728,2016
B,1729,2016
B,1730,2016
B,1731,2016
B,1732,2016
B,1733,2016
B,1734,2016
B,1735,2016
B,1736,2016
B,1737,2016
B,1738,2016
B,1739,2016
B,1740,2016
B,1741,2016
B,1742,2016
B,1743,2016
B,1744,2016
B,1745,2016
B,1746,2016
B,1747,2016
B,1748,2016
B,1749,2016
B,1750,2016
B,1751,2016
B,1752,2016
B,1753,2016
B,1754,2016
B,1755,2016
B,1756,2016
B,1757,2016
B,1758,2016
B,1759,2016
B,1760,2016
B,1761,2016
B,1762,2016
B,1763,2016
B,1764,2016
B,1765,2016
B,1766,2016
B,1767,2016
B,1768,2016
B,1769,2016
B,1770,2016
B,1771,2016
B,1772,2016
B,1773,2016
B,1774,2016
B,1775,2016
B,1776,2016
B,1777,2016
B,1778,2016
B,1779,2016
B,1780,2016
B,1781,2016
B,1782,2016
B,1783,2016
B,1784,2016
B,1785,2016
B,1786,2016
B,1787,2016
B,1788,2016
B,1789,2016
B,1790,2016
B,1791,2016
B,1792,2016
B,1793,2016
B,1794,2016
B,1795,2016
B,1796,2016
B,1797,2016
B,1798,2016
B,1799,2016
B,1800,2016
B,1801,2016
B,1802,2016
B,1803,2016
B,1804,2016
B,1805,2016
B,1806,2016
B,1807,2016
B,1808,2016
B,1809,2016
B,1810,2016
B,1811,2016
B,1812,2016
B,1813,2016
B,1814,2016
B,1815,2016
B,1816,2016
B,1817,2016
B,1818,2016
B,1819,2016
B,1820,2016
B,1821,2016
B,1822,2016
B,1823,2016
B,1824,2016
B,1825,2016
B,1826,2016
B,1827,2016
B,1828,2016
B,1829,2016
B,1830,2016
B,1831,2016
B,1832,2016
B,1833,2016
B,1834,2016
B,1835,2016
B,1836,2016
B,1837,2016
B,1838,2016
B,1839,2016
B,1840,2016
B,1841,2016
B,1842,2016
B,1843,2016
B,1844,2016
B,1845,2016
B,1846,2016
B,1847,2016
B,1848,2016
B,1849,2016
B,1850,2016
B,1851,2016
B,1852,2016
B,1853,2016
B,1854,2016
B,1855,2016
B,1856,2016
B,1857,2016
B,1858,2016
B,1859,2016
B,1860,2016
B,1861,2016
B,1862,2016
B,1863,2016
B,1864,2016
B,1865,2016
B,1866,2016
B,1867,2016
B,1868,2016
B,1869,2016
B,1870,2016
B,1871,2016
B,1872,2016
